mode,round_num,timestamp,latency_s,cpu_avg_pct,ram_avg_mb,bandwidth_bytes
stack_a,1,2026-04-25T18:17:55,6.3021,0.0,0.0,198
stack_a,2,2026-04-25T18:18:13,6.267,0.0,0.0,410
stack_a,3,2026-04-25T18:18:30,6.2522,0.0,0.0,411
stack_a,4,2026-04-25T18:18:47,6.3022,0.0,0.0,412
stack_a,5,2026-04-25T18:19:05,6.1724,0.0,0.0,412
stack_a,6,2026-04-25T18:19:22,6.2006,0.0,0.0,412
stack_a,7,2026-04-25T18:19:40,6.2257,0.0,0.0,412
stack_a,8,2026-04-25T18:19:57,6.2945,0.0,0.0,412
stack_a,9,2026-04-25T18:20:15,6.2694,0.0,0.0,412
stack_a,10,2026-04-25T18:20:32,6.3629,0.0,0.0,412
stack_a,11,2026-04-25T18:20:50,6.2986,0.0,0.0,412
stack_a,12,2026-04-25T18:21:08,6.2733,0.0,0.0,412
stack_a,13,2026-04-25T18:21:25,6.3095,0.0,0.0,412
stack_a,14,2026-04-25T18:21:43,6.2313,0.0,0.0,412
stack_a,15,2026-04-25T18:22:00,6.3193,0.0,0.0,412
stack_a,16,2026-04-25T18:22:18,6.1971,0.0,0.0,412
stack_a,17,2026-04-25T18:22:35,6.2414,0.0,0.0,412
stack_a,18,2026-04-25T18:22:53,6.1707,0.0,0.0,412
stack_a,19,2026-04-25T18:23:10,6.2508,0.0,0.0,412
stack_a,20,2026-04-25T18:23:28,6.2516,0.0,0.0,412
stack_a,21,2026-04-25T18:23:45,6.2363,0.0,0.0,412
stack_a,22,2026-04-25T18:24:02,6.21,0.0,0.0,412
stack_a,23,2026-04-25T18:24:20,6.1863,0.0,0.0,412
stack_a,24,2026-04-25T18:24:37,6.2081,0.0,0.0,412
