node_label,round_num,timestamp,latency_s,cpu_avg_pct,ram_avg_mb,bw_tx_bytes,bw_rx_bytes,bw_total_bytes
secagg_stackA_client_client2,41,2026-04-26T10:16:22,5.5468,0.73,30.13,1456,1652,3108
secagg_stackA_client_client2,42,2026-04-26T10:16:40,5.5532,0.73,30.14,1456,1652,3108
secagg_stackA_client_client2,43,2026-04-26T10:16:58,5.5525,0.73,30.15,1453,1652,3105
secagg_stackA_client_client2,44,2026-04-26T10:17:16,5.5579,0.73,30.16,1454,1652,3106
secagg_stackA_client_client2,45,2026-04-26T10:17:33,5.548,0.55,30.17,1453,1652,3105
secagg_stackA_client_client2,46,2026-04-26T10:17:52,5.5441,0.73,30.24,1456,1652,3108
secagg_stackA_client_client2,47,2026-04-26T10:18:10,5.5463,0.55,30.25,1456,1652,3108
secagg_stackA_client_client2,48,2026-04-26T10:18:28,5.5534,0.55,30.25,1458,1652,3110
secagg_stackA_client_client2,49,2026-04-26T10:18:46,5.5464,0.36,30.25,1452,1652,3104
secagg_stackA_client_client2,50,2026-04-26T10:19:04,5.5493,0.91,30.36,1455,1652,3107
secagg_stackA_client_client2,51,2026-04-26T10:19:22,5.5573,0.73,30.31,1457,1652,3109
secagg_stackA_client_client2,52,2026-04-26T10:19:41,5.5533,0.73,30.31,1454,1652,3106
secagg_stackA_client_client2,53,2026-04-26T10:19:58,5.5528,0.55,30.31,1457,1652,3109
secagg_stackA_client_client2,54,2026-04-26T10:20:16,5.5556,0.55,30.31,1453,1652,3105
secagg_stackA_client_client2,55,2026-04-26T10:20:34,5.5435,0.55,30.31,1456,1652,3108
secagg_stackA_client_client2,56,2026-04-26T10:20:53,5.5541,0.36,30.23,1457,1652,3109
secagg_stackA_client_client2,57,2026-04-26T10:21:11,5.5495,0.91,30.24,1454,1652,3106
secagg_stackA_client_client2,58,2026-04-26T10:21:28,5.5535,0.55,30.25,1455,1652,3107
secagg_stackA_client_client2,59,2026-04-26T10:21:47,5.5487,0.91,30.24,1455,1652,3107
secagg_stackA_client_client2,60,2026-04-26T10:22:05,5.5494,1.27,30.24,1456,1652,3108
secagg_stackA_client_client2,61,2026-04-26T10:22:23,5.5464,0.73,30.24,1458,1652,3110
secagg_stackA_client_client2,62,2026-04-26T10:22:41,5.5513,0.73,30.31,1457,1652,3109
secagg_stackA_client_client2,63,2026-04-26T10:22:59,5.5523,0.73,30.31,1455,1652,3107
secagg_stackA_client_client2,64,2026-04-26T10:23:17,5.5458,0.73,30.29,1455,1652,3107
secagg_stackA_client_client2,65,2026-04-26T10:23:35,5.553,0.91,30.29,1457,1652,3109
secagg_stackA_client_client2,66,2026-04-26T10:23:53,5.5459,0.55,30.29,1455,1652,3107
secagg_stackA_client_client2,67,2026-04-26T10:24:11,5.5483,0.73,30.29,1453,1652,3105
secagg_stackA_client_client2,68,2026-04-26T10:24:29,5.5589,0.55,30.25,1458,1652,3110
