mode,round_num,timestamp,latency_s,cpu_avg_pct,ram_avg_mb,bandwidth_bytes
stack_a,1,2026-04-25T17:55:21,6.2692,0.0,0.0,198
stack_a,2,2026-04-25T17:55:38,6.2851,0.0,0.0,410
stack_a,3,2026-04-25T17:55:55,6.272,0.0,0.0,410
stack_a,4,2026-04-25T17:56:13,6.2539,0.0,0.0,410
stack_a,5,2026-04-25T17:56:30,6.2719,0.0,0.0,409
stack_a,6,2026-04-25T17:56:48,6.2301,0.0,0.0,409
stack_a,7,2026-04-25T17:57:05,6.2939,0.0,0.0,410
stack_a,8,2026-04-25T17:57:23,6.3375,0.0,0.0,410
stack_a,9,2026-04-25T17:57:41,6.1867,0.0,0.0,410
stack_a,10,2026-04-25T17:57:58,6.2207,0.0,0.0,410
stack_a,11,2026-04-25T17:58:15,6.1434,0.0,0.0,410
stack_a,12,2026-04-25T17:58:33,6.2237,0.0,0.0,410
stack_a,13,2026-04-25T17:58:50,6.1853,0.0,0.0,410
stack_a,14,2026-04-25T17:59:07,6.3582,0.0,0.0,410
stack_a,15,2026-04-25T17:59:25,6.3066,0.0,0.0,410
stack_a,16,2026-04-25T17:59:43,6.2957,0.0,0.0,410
stack_a,17,2026-04-25T18:00:00,6.2674,0.0,0.0,410
stack_a,18,2026-04-25T18:00:18,6.2852,0.0,0.0,410
stack_a,19,2026-04-25T18:00:35,6.2752,0.0,0.0,410
stack_a,20,2026-04-25T18:00:53,6.2143,0.0,0.0,410
stack_a,21,2026-04-25T18:01:10,6.2734,0.0,0.0,410
stack_a,22,2026-04-25T18:01:28,6.2427,0.0,0.0,410
stack_a,23,2026-04-25T18:01:45,6.282,0.0,0.0,410
stack_a,24,2026-04-25T18:02:03,6.2317,0.0,0.0,410
stack_a,25,2026-04-25T18:02:20,6.2794,0.0,0.0,410
stack_a,26,2026-04-25T18:02:38,6.1642,0.0,0.0,410
