secagg_stackA_client_client2,4,2026-04-28T09:51:21,4.0402,35.02,240.83,1647,1965,3612
secagg_stackA_client_client2,5,2026-04-28T09:56:28,4.0424,39.12,240.83,1645,1962,3607
secagg_stackA_client_client2,6,2026-04-28T10:01:34,4.0469,38.45,240.83,1640,1962,3602
secagg_stackA_client_client2,7,2026-04-28T10:06:41,4.042,38.59,240.83,1645,1965,3610
secagg_stackA_client_client2,8,2026-04-28T10:11:48,4.0356,37.51,240.83,1645,1963,3608
secagg_stackA_client_client2,9,2026-04-28T10:16:55,4.5373,53.09,240.83,1646,1964,3610
secagg_stackA_client_client2,10,2026-04-28T10:22:02,4.5763,40.63,240.83,1642,1969,3611
secagg_stackA_client_client2,11,2026-04-28T10:27:09,4.0481,39.19,240.83,1643,1965,3608
secagg_stackA_client_client2,12,2026-04-28T10:32:16,4.5411,32.59,240.83,1644,1963,3607
secagg_stackA_client_client2,13,2026-04-28T10:37:23,4.0528,33.74,240.83,1646,1962,3608
secagg_stackA_client_client2,14,2026-04-28T10:42:30,4.0475,43.04,240.83,1641,1960,3601
secagg_stackA_client_client2,15,2026-04-28T10:47:36,4.032,42.15,240.83,1643,1963,3606
secagg_stackA_client_client2,16,2026-04-28T10:52:43,4.0405,38.91,240.83,1644,1971,3615
secagg_stackA_client_client2,17,2026-04-28T10:59:08,4.5484,42.08,240.83,1640,1967,3607
