mode,round_num,timestamp,latency_s,cpu_avg_pct,ram_avg_mb,bandwidth_bytes
stack_b,1,2026-04-25T18:28:07,6.2423,0.0,0.0,198
stack_b,2,2026-04-25T18:28:25,6.2966,0.0,0.0,411
stack_b,3,2026-04-25T18:28:42,6.2297,0.0,0.0,412
stack_b,4,2026-04-25T18:29:00,6.2775,0.0,0.0,412
stack_b,5,2026-04-25T18:29:17,6.16,0.0,0.0,412
stack_b,6,2026-04-25T18:29:35,6.2149,0.0,0.0,412
stack_b,7,2026-04-25T18:29:52,6.1509,0.0,0.0,411
stack_b,8,2026-04-25T18:30:09,6.1324,0.0,0.0,412
stack_b,9,2026-04-25T18:30:27,6.1577,0.0,0.0,412
stack_b,10,2026-04-25T18:30:44,6.2624,0.0,0.0,411
stack_b,11,2026-04-25T18:31:01,6.2496,0.0,0.0,411
stack_b,12,2026-04-25T18:31:19,6.3151,0.0,0.0,411
stack_b,13,2026-04-25T18:31:36,6.2526,0.0,0.0,411
stack_b,14,2026-04-25T18:31:54,6.2299,0.0,0.0,411
stack_b,15,2026-04-25T18:32:11,6.2009,0.0,0.0,411
stack_b,16,2026-04-25T18:32:28,6.3095,0.0,0.0,411
stack_b,17,2026-04-25T18:32:46,6.238,0.0,0.0,411
stack_b,18,2026-04-25T18:33:03,6.2068,0.0,0.0,411
stack_b,19,2026-04-25T18:33:21,6.2601,0.0,0.0,411
stack_b,20,2026-04-25T18:33:38,6.269,0.0,0.0,411
stack_b,21,2026-04-25T18:33:56,6.2383,0.0,0.0,411
stack_b,22,2026-04-25T18:34:13,6.2741,0.0,0.0,411
stack_b,23,2026-04-25T18:34:30,6.2324,0.0,0.0,411
stack_b,24,2026-04-25T18:34:48,6.2979,0.0,0.0,411
