node_label,round_num,timestamp,latency_s,cpu_avg_pct,ram_avg_mb,bw_tx_bytes,bw_rx_bytes,bw_total_bytes
secagg_stackA_server_server,1,2026-04-28T09:35:33,34.3078,0.41,145.09,2951,4706,7657
secagg_stackA_server_server,2,2026-04-28T09:41:07,7.0569,0.71,146.64,3482,4709,8191
secagg_stackA_server_server,3,2026-04-28T09:46:14,6.5638,0.62,146.64,3479,4709,8188
secagg_stackA_server_server,4,2026-04-28T09:51:21,6.5737,1.08,146.64,3477,4707,8184
secagg_stackA_server_server,5,2026-04-28T09:56:28,6.5674,0.92,146.64,3474,4710,8184
secagg_stackA_server_server,6,2026-04-28T10:01:35,6.5519,0.92,146.64,3474,4706,8180
secagg_stackA_server_server,7,2026-04-28T10:06:41,6.5591,0.77,146.64,3477,4706,8183
secagg_stackA_server_server,8,2026-04-28T10:11:48,6.5682,0.76,146.64,3475,4707,8182
secagg_stackA_server_server,9,2026-04-28T10:16:55,7.0534,0.71,146.64,3476,4710,8186
secagg_stackA_server_server,10,2026-04-28T10:22:02,7.0644,1.29,146.64,3481,4712,8193
secagg_stackA_server_server,11,2026-04-28T10:27:09,6.5539,0.77,146.64,3477,4709,8186
secagg_stackA_server_server,12,2026-04-28T10:32:16,7.0845,0.86,146.64,3475,4705,8180
secagg_stackA_server_server,13,2026-04-28T10:37:23,6.5812,0.76,146.76,3474,4707,8181
secagg_stackA_server_server,14,2026-04-28T10:42:30,6.5613,0.92,146.76,3472,4702,8174
secagg_stackA_server_server,15,2026-04-28T10:47:36,6.5539,0.76,146.76,3475,4703,8178
secagg_stackA_server_server,16,2026-04-28T10:52:43,6.0614,1.0,146.76,3483,4707,8190
secagg_stackA_server_server,17,2026-04-28T10:59:08,7.0734,0.71,146.76,3479,4706,8185
